state_abb,Provider Name,state,geometry
FL,"REHABILITATION CENTER OF WINTER PARK, THE",Florida,"c(-81.370247, 28.611755)"
FL,COURTYARDS OF ORLANDO CARE CENTER,Florida,"c(-81.43061, 28.568494)"
FL,RIVERSIDE CARE CENTER,Florida,"c(-80.209013, 25.777563)"
FL,HERITAGE HEALTHCARE CENTER AT TALLAHASSEE,Florida,"c(-84.227828, 30.473311)"
FL,PLAZA HEALTH AND REHAB,Florida,"c(-82.394585, 29.613003)"
FL,CROSS SHORES CARE CENTER,Florida,"c(-85.299802, 29.807929)"
FL,MANORCARE HEALTH SERVICES DUNEDIN,Florida,"c(-82.775575, 28.014242)"
FL,CYPRESS COVE CARE CENTER,Florida,"c(-82.580256, 28.890384)"
FL,ORCHID COVE AT NEW PORT RICHEY,Florida,"c(-82.703044, 28.230756)"
FL,LAKESIDE PAVILION,Florida,"c(-81.7958, 26.180807)"
FL,COLONIAL LAKES HEALTH CARE,Florida,"c(-81.611426, 28.551001)"
FL,SUNRISE HEALTH & REHABILITATION CENTER,Florida,"c(-80.284007, 26.184557)"
FL,HAINES CITY REHABILITATION AND NURSING CENTER,Florida,"c(-81.623298, 28.100229)"
FL,BAY BREEZE HEALTH AND REHABILITATION CENTER,Florida,"c(-82.433489, 27.106053)"
FL,WILLOWBROOKE COURT AT AZALEA TRACE,Florida,"c(-87.211222, 30.539172)"
FL,UNIVERSITY HILLS HEALTH AND REHABILITATION,Florida,"c(-87.217787, 30.540282)"
FL,DELTONA HEALTH CARE,Florida,"c(-81.220523, 28.917521)"
FL,TITUSVILLE REHABILITATION & NURSING CENTER,Florida,"c(-80.821582, 28.627561)"
FL,MIAMI SHORES NURSING AND REHAB CENTER,Florida,"c(-80.209642, 25.860709)"
FL,PENINSULA CARE AND REHABILITATION CENTER,Florida,"c(-82.742758, 28.166898)"
FL,ENGLEWOOD HEALTHCARE AND REHAB,Florida,"c(-82.325012, 26.94116)"
FL,KENSINGTON GARDENS REHAB AND NURSING CENTER,Florida,"c(-82.751998, 27.975286)"
FL,MANORCARE HEALTH SERVICES SARASOTA,Florida,"c(-82.514087, 27.273962)"
FL,LAKE PLACID HEALTH AND REHABILITATION CENTER,Florida,"c(-81.37127, 27.320079)"
FL,SIGNATURE HEALTHCARE OF ORMOND,Florida,"c(NA, NA)"
FL,CONSULATE HEALTH CARE OF NEW PORT RICHEY,Florida,"c(-82.6752, 28.217067)"
FL,NORTH FLORIDA REHABILITATION AND SPECIALTY CARE,Florida,"c(-82.413587, 29.661501)"
FL,HEALTH CENTER AT BRENTWOOD,Florida,"c(-82.467021, 28.903388)"
FL,CLEWISTON NURSING & REHABILITATION,Florida,"c(-80.942255, 26.751697)"
FL,COURTENAY SPRINGS VILLAGE,Florida,"c(-80.688925, 28.337458)"
FL,ANCHOR CARE AND REHAB CENTER,Florida,"c(-80.604899, 28.018984)"
FL,OAKHURST CENTER,Florida,"c(-82.118211, 29.160965)"
FL,SIGNATURE HEALTHCARE OF PALM BEACH,Florida,"c(-80.111839, 26.622065)"
FL,WILLISTON CARE CENTER,Florida,"c(-82.450955, 29.387824)"
FL,"PONCE THERAPY CARE CENTER, THE",Florida,"c(-81.326949, 29.864393)"
FL,FERNANDINA BEACH REHABILITATION AND NURSING CENTER,Florida,"c(-81.449929, 30.654382)"
FL,PARKS HEALTHCARE AND REHABILITATION CENTER,Florida,"c(-81.40464, 28.425906)"
FL,VILLAGE ON THE ISLE,Florida,"c(-82.437811, 27.084266)"
FL,RIVER VALLEY REHABILITATION CENTER,Florida,"c(-85.051135, 30.45805)"
FL,CONSULATE HEALTH CARE OF VERO BEACH,Florida,"c(-80.398779, 27.660261)"
FL,LAKE VIEW CARE CENTER AT DELRAY,Florida,"c(-80.129315, 26.439227)"
FL,REGENTS PARK NURSING & REHABILITATION CENTER,Florida,"c(-80.144259, 26.359212)"
FL,BAY POINTE NURSING PAVILION,Florida,"c(-82.675224, 27.72956)"
FL,ADVANCED CARE CENTER,Florida,"c(-82.724356, 27.970223)"
FL,HEALTH CENTRAL PARK,Florida,"c(-81.583618, 28.572074)"
FL,ROSEWOOD HEALTH AND REHABILITATION CENTER,Florida,"c(-81.427359, 28.607678)"
FL,MANORCARE HEALTH SERVICES,Florida,"c(-80.087367, 26.394597)"
FL,CONSULATE HEALTH CARE OF LAKELAND,Florida,"c(-81.94714, 28.109594)"
FL,OKEECHOBEE HEALTH CARE FACILITY,Florida,"c(-80.82987, 27.258566)"
FL,HAMLIN PLACE OF BOYNTON BEACH,Florida,"c(-80.07735, 26.572174)"
FL,GATEWAY CARE CENTER,Florida,"c(-82.692104, 27.850831)"
FL,BAY BREEZE SENIOR LIVING AND REHABILITATION CENTER,Florida,"c(-87.082707, 30.38737)"
FL,RIVERWOOD HEALTH & REHABILITATION CENTER,Florida,"c(-82.102301, 29.936123)"
FL,WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER,Florida,"c(-80.153056, 26.329688)"
FL,GANDY CROSSING CARE CENTER,Florida,"c(-82.518343, 27.896254)"
FL,CONSULATE HEALTH CARE OF WEST PALM BEACH,Florida,"c(-80.096221, 26.653662)"
FL,ROYAL PALM BEACH HEALTH AND REHABILITATION CENTER,Florida,"c(-80.209511, 26.697706)"
FL,HILLCREST HEALTH CARE AND REHABILITATION CENTER,Florida,"c(-80.186084, 26.002903)"
FL,MANORCARE HEALTH SERVICES BOYNTON BEACH,Florida,"c(-80.090048, 26.498797)"
FL,PINEBROOK CENTER,Florida,"c(-82.417282, 27.106535)"
FL,SUSANNA WESLEY HEALTH CENTER,Florida,"c(-80.314984, 25.870355)"
FL,PROMEDICA SKILLED NURSING AND REHABILITATION (LELY,Florida,"c(-81.713506, 26.109067)"
FL,PARK SUMMIT AT CORAL SPRINGS,Florida,"c(-80.240445, 26.259009)"
FL,MARION AND BERNARD L SAMSON NURSING CENTER,Florida,"c(-82.714211, 27.773712)"
FL,MARGATE HEALTH AND REHABILITATION CENTER,Florida,"c(-80.203974, 26.261969)"
FL,ENCORE AT BOCA RATON REHABILITATION AND NURSING CE,Florida,"c(-80.15903, 26.351654)"
FL,CONSULATE HEALTH CARE OF NORTH FORT MYERS,Florida,"c(-81.92076, 26.667357)"
FL,EAST RIDGE RETIREMENT VILLAGE INC,Florida,"c(-80.331944, 25.588128)"
FL,SALERNO BAY HEALTH AND REHABILITATION CENTER,Florida,"c(-80.189473, 27.140768)"
FL,UNITY HEALTH AND REHABILITATION CENTER,Florida,"c(-80.219398, 25.797648)"
FL,HIALEAH SHORES NURSING AND REHAB CENTER,Florida,"c(-80.250214, 25.854102)"
FL,CLERMONT HEALTH AND REHABILITATION CENTER,Florida,"c(-81.754878, 28.546936)"
FL,CLARIDGE HOUSE NURSING & REHABILITATION CENTER,Florida,"c(-80.192098, 25.903338)"
FL,DEBARY HEALTH AND REHABILITATION CENTER,Florida,"c(NA, NA)"
FL,SOLARIS HEALTHCARE PLANT CITY,Florida,"c(-82.096837, 28.030658)"
FL,DARCY HALL OF LIFE CARE,Florida,"c(-80.095361, 26.712057)"
FL,WINTER GARDEN REHABILITATION AND NURSING CENTER,Florida,"c(-81.57046, 28.551231)"
FL,NSPIRE HEALTHCARE PLANTATION,Florida,"c(-80.243452, 26.148849)"
FL,CONSULATE HEALTH CARE OF BRANDON,Florida,"c(-82.295034, 27.945143)"
FL,"AVANTE AT BOCA RATON, INC.",Florida,"c(-80.10933, 26.363383)"
FL,LEHIGH ACRES HEALTH AND REHABILITATION CENTER,Florida,"c(-81.661383, 26.614251)"
FL,NORTH PORT REHABILITATION AND NURSING CENTER,Florida,"c(-82.240727, 27.051183)"
FL,PORT CHARLOTTE REHABILITATION CENTER,Florida,"c(-82.030543, 27.00261)"
FL,MANATEE SPRINGS REHABILITATION AND NURSING CENTER,Florida,"c(-82.554802, 27.441542)"
FL,BISHOPS GLEN RETIREMENT CENTER,Florida,"c(-81.055111, 29.240183)"
FL,"TERRACE OF ST CLOUD, THE",Florida,"c(-81.317686, 28.233947)"
FL,HERITAGE PARK CARE AND REHABILITATION CENTER,Florida,"c(-82.620457, 27.478399)"
FL,VISTA MANOR,Florida,"c(-80.820099, 28.627455)"
FL,SAN JOSE HEALTH AND REHABILITATION CENTER,Florida,"c(-81.61733, 30.208544)"
FL,ARCADIA HEALTH & REHABILITATION CENTER,Florida,"c(-87.213493, 30.539527)"
FL,REGENTS PARK OF JACKSONVILLE,Florida,"c(-81.55282, 30.24643)"
FL,SPRINGS AT BOCA CIEGA BAY,Florida,"c(-82.736907, 27.757139)"
FL,HARBOUR HEALTH CENTER,Florida,"c(-82.071917, 26.971792)"
FL,HEALTHCARE AND REHAB OF SANFORD,Florida,"c(-81.255437, 28.803836)"
FL,HOMESTEAD MANOR A PALACE COMMUNITY,Florida,"c(-80.479588, 25.483113)"
FL,ST ANDREWS BAY SKILLED NURSING AND REHABILITATION,Florida,"c(-85.662654, 30.185691)"
FL,SOLARIS HEALTHCARE BAYONET POINT,Florida,"c(-82.69554, 28.338302)"
FL,TERRA VISTA REHAB AND HEALTH CENTER,Florida,"c(-81.379538, 28.521565)"
FL,FLAGLER HEALTH AND REHABILITATION CENTER,Florida,"c(-81.250293, 29.469411)"
FL,MOULTRIE CREEK NURSING AND REHAB CENTER,Florida,"c(-81.324965, 29.81036)"
FL,CONSULATE HEALTH CARE OF SAFETY HARBOR,Florida,"c(NA, NA)"
FL,SIGNATURE HEALTHCARE OF BROOKWOOD GARDENS,Florida,"c(-80.450153, 25.460018)"
FL,BAY VUE NURSING AND REHABILITATION CENTER,Florida,"c(-82.54822, 27.498956)"
FL,SANDY RIDGE CENTER FOR REHABILITATION AND HEALING,Florida,"c(-87.064215, 30.630104)"
FL,CARROLLWOOD CARE CENTER,Florida,"c(-82.539845, 28.087554)"
FL,SIGNATURE HEALTHCARE CENTER OF WATERFORD,Florida,"c(-80.33406, 25.863172)"
FL,JUPITER REHABILITATION AND HEALTHCARE CENTER,Florida,"c(-80.126118, 26.938366)"
FL,VILLAGE ON THE GREEN,Florida,"c(-81.40696, 28.692962)"
FL,RENAISSANCE HEALTH AND REHABILITATION,Florida,"c(-80.121313, 26.681285)"
FL,GOOD SAMARITAN SOCIETY-KISSIMMEE VILLAGE,Florida,"c(-81.438214, 28.262777)"
FL,"ST ANNES NURSING CENTER, ST ANNES RESIDENCE INC",Florida,"c(-80.383664, 25.588798)"
FL,SOLARIS HEALTHCARE PENSACOLA,Florida,"c(-87.220745, 30.517726)"
FL,PALM GARDEN OF OCALA,Florida,"c(-82.169946, 29.153375)"
FL,CENTRE POINTE HEALTH AND REHAB CENTER,Florida,"c(-84.240837, 30.47609)"
FL,RIO PINAR HEALTH CARE,Florida,"c(-81.278486, 28.53915)"
FL,COASTAL HEALTH AND REHABILITATION CENTER,Florida,"c(-81.064539, 29.214868)"
FL,PALM GARDEN OF WINTER HAVEN,Florida,"c(-81.709587, 28.004187)"
FL,SPRINGS AT LAKE POINTE WOODS,Florida,"c(-82.498839, 27.24015)"
FL,WINDSOR WOODS REHAB AND HEALTHCARE CENTER,Florida,"c(-82.690965, 28.357619)"
FL,INDIGO MANOR,Florida,"c(-81.086843, 29.200525)"
FL,PALM GARDEN OF GAINESVILLE,Florida,"c(-82.407514, 29.650047)"
FL,POMPANO HEALTH AND REHABILITATION CENTER,Florida,"c(-80.127734, 26.275206)"
FL,PALM GARDEN OF LARGO,Florida,"c(-82.762411, 27.866991)"
FL,PALMETTO CARE CENTER,Florida,"c(-80.328486, 25.883637)"
FL,PALM GARDEN OF ORLANDO,Florida,"c(-81.252761, 28.553054)"
FL,HARBOR BEACH NURSING AND REHABILITATION CENTER,Florida,"c(-80.134159, 26.101688)"
FL,EMERALD HEALTH CARE CENTER,Florida,"c(-80.298527, 27.29903)"
FL,CARLTON SHORES HEALTH AND REHABILITATION CENTER,Florida,"c(-81.029136, 29.178742)"
FL,PALM GARDEN OF CLEARWATER,Florida,"c(NA, NA)"
FL,SARASOTA MEMORIAL NURSING AND REHABILITATION CENTE,Florida,"c(-82.458393, 27.263968)"
FL,OAK VIEW REHABILITATION CENTER,Florida,"c(-81.711505, 30.165637)"
FL,COUNTRYSIDE REHAB AND HEALTHCARE CENTER,Florida,"c(-82.713178, 28.056512)"
FL,CORAL TRACE HEALTH CARE,Florida,"c(-81.974318, 26.647143)"
FL,COQUINA CENTER,Florida,"c(-81.076814, 29.285903)"
FL,PALM GARDEN OF TAMPA,Florida,"c(-82.418944, 28.072929)"
FL,PALM GARDEN OF VERO BEACH,Florida,"c(-80.402272, 27.660274)"
FL,WILLOWBROOKE COURT AT INDIAN RIVER ESTATES,Florida,"c(-80.488981, 27.645709)"
FL,REGENTS PARK AT AVENTURA,Florida,"c(-80.150871, 25.950302)"
FL,SURREY PLACE CARE CENTER,Florida,"c(-82.970764, 30.290807)"
FL,HARBOURS EDGE,Florida,"c(-80.068652, 26.439829)"
FL,HEARTLAND OF ZEPHYRHILLS,Florida,"c(-82.184211, 28.248217)"
FL,PALM GARDEN OF PORT SAINT LUCIE,Florida,"c(-80.294212, 27.285799)"
FL,GRAND BOULEVARD HEALTH AND REHABILITATION CENTER,Florida,"c(-86.309767, 30.379466)"
FL,HAWTHORNE HEALTH AND REHAB OF OCALA,Florida,"c(-82.17554, 29.148006)"
FL,RIVIERA PALMS REHABILITATION CENTER,Florida,"c(-82.552465, 27.519828)"
FL,COVENANT VILLAGE CARE CENTER,Florida,"c(-80.267275, 26.120891)"
FL,NORTHBROOK CENTER FOR REHABILITATION AND HEALING,Florida,"c(-82.393681, 28.55121)"
FL,PALM GARDEN OF WEST PALM BEACH,Florida,"c(-80.079637, 26.713827)"
FL,NSPIRE HEALTHCARE TAMARAC,Florida,"c(-80.25617, 26.197163)"
FL,PALM GARDEN OF AVENTURA,Florida,"c(-80.147467, 25.971417)"
FL,WOOD LAKE HEALTH AND REHABILITATION CENTER,Florida,"c(-80.144132, 26.658039)"
FL,SILVERCREST HEALTH AND REHABILITATION CENTER,Florida,"c(-86.564965, 30.729773)"
FL,SUWANNEE HEALTH AND REHABILITATION CENTER,Florida,"c(-82.964345, 30.286476)"
FL,CARRINGTON PLACE OF ST PETE,Florida,"c(-82.643679, 27.867554)"
FL,AVANTE VILLA AT JACKSONVILLE BEACH INC,Florida,"c(-81.401625, 30.270927)"
FL,REGENTS PARK OF WINTER PARK,Florida,"c(-81.308093, 28.608749)"
FL,CONSULATE HEALTH CARE OF BAYONET POINT,Florida,"c(-82.680368, 28.358653)"
FL,SOLARIS SENIOR LIVING NORTH NAPLES,Florida,"c(-81.77856, 26.271347)"
FL,DELANEY PARK HEALTH AND REHABILITATION CENTER,Florida,"c(-81.374412, 28.529643)"
FL,LIFE CARE CENTER OF WINTER HAVEN,Florida,"c(-81.705325, 28.004976)"
FL,ROYAL OAKS NURSING AND REHAB CENTER,Florida,"c(-80.827906, 28.572056)"
FL,CORAL BAY HEALTHCARE AND REHABILITATION,Florida,"c(-80.121071, 26.634342)"
FL,EDGEWATER AT WATERMAN VILLAGE,Florida,"c(-81.647136, 28.822962)"
FL,GUARDIAN CARE NURSING & REHABILITATION CENTER,Florida,"c(-81.414667, 28.540042)"
FL,JOSEPH L MORSE HEALTH CENTER INC THE,Florida,"c(-80.115939, 26.745731)"
FL,CROSS LANDINGS HEALTH AND REHABILITATION CENTER,Florida,"c(-83.869872, 30.570747)"
FL,HIALEAH NURSING AND REHABILITATION CENTER,Florida,"c(-80.286094, 25.847271)"
FL,SUNRISE CITY POST-ACUTE AND REHABILITATION CENTER,Florida,"c(-80.354012, 27.44128)"
FL,"WINDSOR CARE & REHAB, LLC",Florida,"c(-81.662198, 29.644579)"
FL,MADISON HEALTH AND REHABILITATION CENTER,Florida,"c(-83.451094, 30.482541)"
FL,LAKEWOOD NURSING CENTER,Florida,"c(-81.507016, 29.432146)"
FL,GOOD SAMARITAN CENTER,Florida,"c(-83.236386, 30.258949)"
FL,"MIRACLE HILL NURSING & REHABILITATION CENTER, INC",Florida,"c(-84.300339, 30.457422)"
FL,ROYAL CARE OF AVON PARK,Florida,"c(-81.51721, 27.628341)"
FL,PARK RIDGE NURSING CENTER,Florida,"c(-81.681461, 30.318132)"
FL,SAMANTHA WILSON CARE CENTER,Florida,"c(-81.308005, 29.881886)"
FL,PLYMOUTH HARBOR INCORPORATED,Florida,"c(-82.57086, 27.321783)"
FL,TIFFANY HALL NURSING AND REHAB CENTER,Florida,"c(-80.293248, 27.284671)"
FL,UNIVERSITY CROSSING,Florida,"c(-81.597435, 30.29119)"
FL,TAYLOR CARE CENTER,Florida,"c(-81.621838, 30.257259)"
FL,"GARDENS HEALTH & REHABILITATION CENTER, THE",Florida,"c(-81.069252, 29.199645)"
FL,"ROHR HOME, THE",Florida,"c(-81.821894, 27.884511)"
FL,CROSSWINDS HEALTH AND REHABILITATION CENTER,Florida,"c(-83.627137, 30.469085)"
FL,SUWANNEE VALLEY NURSING CENTER,Florida,"c(-82.959917, 30.522049)"
FL,EDGEWOOD NURSING CENTER,Florida,"c(-81.687788, 30.385983)"
FL,FINNISH-AMERICAN VILLAGE,Florida,"c(-80.070534, 26.590868)"
FL,WATERS EDGE HEALTH AND REHABILITATION,Florida,"c(-80.27565, 27.187756)"
FL,PALM CITY NURSING & REHAB CENTER,Florida,"c(-80.285877, 27.161271)"
FL,"GARDENS OF PORT ST LUCIE, THE",Florida,"c(-80.298828, 27.286598)"
FL,"CATHEDRAL GERONTOLOGY CENTER, INC",Florida,"c(-81.652113, 30.329745)"
FL,"CROSSINGS, THE",Florida,"c(-80.11478, 26.612419)"
FL,BOYNTON BEACH REHABILITATION CENTER,Florida,"c(-80.106566, 26.533377)"
FL,EDWARD J HEALEY REHABILITATION AND NURSING CENTER,Florida,"c(-80.108242, 26.783428)"
FL,"TERRACE OF KISSIMMEE, THE",Florida,"c(-81.407807, 28.313568)"
FL,EMORY L BENNETT MEMORIAL VETERANS NURSING HOME,Florida,"c(-81.085665, 29.213392)"
FL,HEARTLAND HEALTH CARE & REHABILITATION CENTER,Florida,"c(-82.489331, 27.274694)"
FL,CONSULATE HEALTH CARE AT WEST ALTAMONTE,Florida,"c(-81.426167, 28.658336)"
FL,BAYA POINTE NURSING AND REHABILITATION CENTER,Florida,"c(-82.626177, 30.182168)"
FL,WRIGHTS HEALTHCARE AND REHABILITATION CENTER,Florida,"c(-82.796147, 27.872858)"
FL,BARRINGTON TERRACE OF BOYNTON BEACH,Florida,"c(-80.090346, 26.514632)"
FL,STRATFORD COURT OF BOCA RATON,Florida,"c(-80.143122, 26.329394)"
FL,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF,Florida,"c(-80.159491, 26.346981)"
FL,WESTMINSTER OAKS,Florida,"c(-84.203966, 30.479291)"
FL,RULEME CENTER,Florida,"c(-81.689505, 28.826457)"
FL,PREMIER PLACE AT THE GLENVIEW,Florida,"c(-81.810525, 26.217635)"
FL,CITRUS HEALTH AND REHABILITATION CENTER,Florida,"c(-82.338728, 28.831286)"
FL,SOLARIS HEALTHCARE CHARLOTTE HARBOR,Florida,"c(-82.067281, 26.970698)"
FL,CENTURY CENTER FOR REHABILITATION AND HEALING,Florida,"c(-87.273888, 30.971334)"
FL,CONSULATE HEALTH CARE OF MELBOURNE,Florida,"c(-80.673854, 28.121518)"
FL,DESTIN HEALTHCARE AND REHABILITATION CENTER,Florida,"c(-86.471214, 30.392702)"
FL,PAGE REHABILITATION AND HEALTHCARE CENTER,Florida,"c(-81.867867, 26.593542)"
FL,PLAZA WEST,Florida,"c(-82.366709, 27.721438)"
FL,METRO WEST NURSING AND REHAB CENTER,Florida,"c(-81.462848, 28.532071)"
FL,LIFE CARE CENTER OF CITRUS COUNTY,Florida,"c(-82.49068, 28.871793)"
FL,TUSKAWILLA NURSING AND REHAB CENTER,Florida,"c(-81.27232, 28.645394)"
FL,SAVANNAH COVE OF THE PALM BEACHES,Florida,"c(-80.089826, 26.735923)"
FL,PINELLAS POINT NURSING AND REHAB CENTER,Florida,"c(-82.675199, 27.717174)"
FL,WESTMINSTER WINTER PARK,Florida,"c(-81.327765, 28.583246)"
FL,HAWTHORNE HEALTH AND REHAB OF BRANDON,Florida,"c(-82.298584, 27.923208)"
FL,WINKLER COURT,Florida,"c(-81.845642, 26.604671)"
FL,EXCEL CARE CENTER,Florida,"c(-82.427254, 28.060218)"
FL,VIERA HEALTH AND REHABILITATION CENTER,Florida,"c(-80.708159, 28.238082)"
FL,SAVANNAH COVE,Florida,"c(-81.378732, 28.631008)"
FL,PLANTATION BAY REHABILITATION CENTER,Florida,"c(-81.314407, 28.253753)"
FL,YBOR CITY CENTER FOR REHABILITATION AND HEALING,Florida,"c(NA, NA)"
FL,LAKE PARK OF MADISON NURSING AND REHABILITATION CE,Florida,"c(-83.430934, 30.472513)"
FL,CONSULATE HEALTH CARE OF ST PETERSBURG,Florida,"c(-82.768962, 27.83943)"
FL,WESTMINSTER WOODS ON JULINGTON CREEK,Florida,"c(-81.625394, 30.127105)"
FL,FRANCO NURSING & REHABILITATION CENTER,Florida,"c(-80.212303, 25.861757)"
FL,ATLANTIC SHORES NURSING AND REHAB CENTER,Florida,"c(-80.628824, 28.046927)"
FL,CORAL REEF NURSING & REHABILITATION CENTER,Florida,"c(-80.352789, 25.628681)"
FL,MANORCARE HEALTH SERVICES WEST PALM BEACH,Florida,"c(-80.093141, 26.732194)"
FL,FLORIDA HOSPITAL NORTH PINELLAS,Florida,"c(-82.758576, 28.13314)"
FL,SOLARIS HEALTHCARE DAYTONA,Florida,"c(-81.062167, 29.205895)"
FL,CONSULATE HEALTH CARE OF JACKSONVILLE,Florida,"c(-81.585542, 30.256914)"
FL,WESTMINSTER COMMUNITIES OF BRADENTON WESTMINSTER,Florida,"c(-82.578975, 27.480917)"
FL,GARDENS COURT,Florida,"c(-80.093192, 26.84432)"
FL,BLOUNTSTOWN HEALTH AND REHABILITATION CENTER,Florida,"c(-85.057302, 30.441179)"
FL,WESTMINSTER SUNCOAST,Florida,"c(-82.649064, 27.704842)"
FL,FOUNTAINS REHABILITATION AT MILL COVE,Florida,"c(-81.542118, 30.331062)"
FL,LIFE CARE CENTER OF ORANGE PARK,Florida,"c(-81.74086, 30.164747)"
FL,VILLA HEALTH & REHABILITATION CENTER,Florida,"c(-81.305603, 29.002517)"
FL,CONSULATE HEALTH CARE OF PENSACOLA,Florida,"c(-87.252707, 30.472201)"
FL,GOOD SAMARITAN SOCIETY-FLORIDA LUTHERAN,Florida,"c(-81.287168, 29.035074)"
FL,PALMETTO SUBACUTE CARE CENTER,Florida,"c(-80.318663, 25.762504)"
FL,FLORIDA PRESBYTERIAN HOMES INC,Florida,"c(-81.961204, 28.032824)"
FL,BRANDON HEALTH AND REHABILITATION CENTER,Florida,"c(-82.307614, 27.934049)"
FL,GRAND OAKS HEALTH AND REHABILITATION CENTER,Florida,"c(-81.196163, 29.557221)"
FL,HARBORCHASE OF VENICE,Florida,"c(-82.417294, 27.101616)"
FL,KR AT COLLEGE HARBOR,Florida,"c(-82.693519, 27.718995)"
FL,SOLARIS HEALTHCARE WINDERMERE,Florida,"c(-81.443948, 28.499382)"
FL,SHANDS JACKSONVILLE MEDICAL CENTER,Florida,"c(-81.662896, 30.346418)"
FL,LIFE CARE CENTER AT WELLS CROSSING,Florida,"c(-81.718011, 30.185253)"
FL,LAFAYETTE NURSING AND REHABILITATION CENTER,Florida,"c(-83.181424, 30.054316)"
FL,MANORCARE HEALTH SERVICES,Florida,"c(-82.41065, 27.099807)"
FL,SHELL POINT NURSING PAVILION,Florida,"c(-81.996456, 26.517044)"
FL,SOLARIS HEALTHCARE LAKE BENNET,Florida,"c(-81.531453, 28.553899)"
FL,CONWAY LAKES HEALTH & REHABILITATION CENTER,Florida,"c(-81.321395, 28.524354)"
FL,HEARTLAND HEALTH CARE CENTER BOYNTON BEACH,Florida,"c(-80.0996, 26.531808)"
FL,LIFE CARE CENTER OF HILLIARD,Florida,"c(-81.917732, 30.69248)"
FL,WESTMINSTER TOWERS,Florida,"c(-81.378792, 28.53378)"
FL,STRATFORD COURT OF PALM HARBOR,Florida,"c(-82.712669, 28.06418)"
FL,SUNSET LAKE HEALTH AND REHABILITATION CENTER,Florida,"c(-82.392718, 27.083422)"
FL,HEARTLAND HEALTH CARE CENTER PROSPERITY OAKS,Florida,"c(-80.0722, 26.841601)"
FL,CONSULATE HEALTH CARE OF TALLAHASSEE,Florida,"c(-84.241157, 30.458899)"
FL,GARDENS CARE CENTER,Florida,"c(-80.197904, 25.950143)"
FL,SOLARIS HEALTHCARE LAKE CITY,Florida,"c(-82.649175, 30.182271)"
FL,TRI-COUNTY NURSING HOME,Florida,"c(-82.923402, 29.606151)"
FL,BREEZE CARE CENTER,Florida,"c(-82.53555, 27.353209)"
FL,PORT ORANGE NURSING AND REHAB CENTER,Florida,"c(-81.016626, 29.118601)"
FL,"CROSSROADS, THE",Florida,"c(-81.603727, 28.160421)"
FL,HEALTHPARK CARE CENTER,Florida,"c(-81.912821, 26.510173)"
FL,OAKS AT AVON,Florida,"c(-81.514345, 27.606687)"
FL,ADVENTHEALTH CARE CENTER APOPKA NORTH,Florida,"c(-81.505162, 28.680382)"
FL,ADVENTHEALTH CARE CENTER ORLANDO EAST,Florida,"c(-81.277631, 28.546757)"
FL,"MANOR AT BLUE WATER BAY, THE",Florida,"c(-86.412817, 30.482789)"
FL,THE GARDENS AT DEPUGH,Florida,"c(-81.356205, 28.597651)"
FL,MANORCARE HEALTH SERVICES,Florida,"c(-80.146473, 26.436214)"
FL,BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME,Florida,"c(-82.448426, 28.251531)"
FL,"FLORIDEAN NURSING AND REHABILITATION CENTER, THE",Florida,"c(-80.248973, 25.7728)"
FL,OSPREY POINT NURSING CENTER,Florida,"c(-82.111056, 28.680299)"
FL,CROSS CITY NURSING AND REHABILITATION CENTER,Florida,"c(NA, NA)"
FL,CONSULATE HEALTH CARE OF KISSIMMEE,Florida,"c(-81.415961, 28.319896)"
FL,LIFE CARE CENTER OF PORT SAINT LUCIE,Florida,"c(-80.289967, 27.278359)"
FL,CHATSWORTH AT PGA NATIONAL,Florida,"c(-80.135619, 26.81078)"
FL,BRIGHTON GARDENS OF TAMPA,Florida,"c(-82.502546, 28.109524)"
FL,BRADENTON HEALTH CARE,Florida,"c(-82.624886, 27.462525)"
FL,GLADES HEALTH CARE CENTER,Florida,"c(-80.661263, 26.821082)"
FL,"LODGE AT CYPRESS COVE, THE",Florida,"c(-81.919097, 26.503901)"
FL,MANORCARE HEALTH SERVICES,Florida,"c(-81.83074, 26.542451)"
FL,PONCE PLAZA NURSING & REHABILITATION CENTER,Florida,"c(-80.214549, 25.769947)"
FL,BROOKDALE PALMER RANCH SNF,Florida,"c(-82.467294, 27.246163)"
FL,ADVENTHEALTH CARE CENTER ORLANDO NORTH,Florida,"c(-81.390694, 28.6039)"
FL,LIFE CARE CENTER OF SARASOTA,Florida,"c(-82.513666, 27.394944)"
FL,AVANTE AT ORLANDO INC,Florida,"c(-81.311027, 28.572309)"
FL,SHOAL CREEK REHABILITATION CENTER,Florida,"c(-86.562179, 30.733871)"
FL,LAKE MARY HEALTH AND REHABILITATION CENTER,Florida,"c(-81.349939, 28.757332)"
FL,WESTMINSTER POINT PLEASANT,Florida,"c(-82.577008, 27.496317)"
FL,"VICTORIA NURSING & REHABILITATION CENTER, INC.",Florida,"c(-80.21065, 25.776551)"
FL,MAGNOLIA HEALTH AND REHABILITATION CENTER,Florida,"c(-82.51394, 27.3198)"
FL,ST PETERSBURG NURSING & REHABILITATION,Florida,"c(-82.640168, 27.835011)"
FL,JACKSON PLAZA NURSING AND REHABILITATION CENTER,Florida,"c(-80.208971, 25.793475)"
